,CASENUM,VEH_NO,MDRDSTRDNAME
810,201901207071,1,Not Reported
811,201901207071,2,Not Distracted
812,201901207073,1,Not Distracted
813,201901207074,1,Not Distracted
814,201901207076,1,Reported as Unknown if Distracted
815,201901207077,1,Not Distracted
816,201901207078,1,Eating or Drinking
817,201901207078,2,Not Distracted
818,201901207079,1,Not Distracted
819,201901207080,1,Not Distracted
820,201901207085,1,Not Reported
821,201901207089,1,Not Reported
822,201901207089,2,"Inattention (Inattentive), Details Unknown"
823,201901207096,1,"Inattention (Inattentive), Details Unknown"
824,201901207165,1,Not Reported
825,201901207165,2,Not Reported
826,201901207285,1,Not Reported
827,201901207285,2,Not Reported
828,201901207310,1,"Inattention (Inattentive), Details Unknown"
829,201901207317,1,Not Distracted
830,201901207317,2,Not Distracted
831,201901207318,1,Not Distracted
832,201901207323,1,Not Distracted
833,201901207324,1,Not Distracted
834,201901207342,1,Not Distracted
835,201901207352,1,Not Distracted
836,201901207352,2,Not Distracted
837,201901207366,1,Not Reported
838,201901207388,1,Not Reported
839,201901207454,1,Not Reported
840,201901207458,1,Not Reported
841,201901207459,1,Not Reported
842,201901207459,2,Not Reported
843,201901207464,1,Not Reported
844,201901207464,2,Not Reported
845,201901207521,1,Not Reported
846,201901207527,1,While Using or Reaching for Device/Object Brought into Vehicle
847,201901207534,1,Not Reported
848,201901207544,1,Not Reported
849,201901207544,2,Not Reported
850,201901207553,1,Not Reported
851,201901207553,2,Not Reported
852,201901207617,1,Not Reported
853,201901207617,2,Not Reported
854,201901207658,1,Not Reported
855,201901207658,2,Not Reported
856,201901207710,1,Reported as Unknown if Distracted
857,201901207710,2,Not Distracted
858,201901207719,1,Not Distracted
859,201901207719,2,Not Distracted
860,201901207749,1,Not Distracted
861,201901207749,2,Not Distracted
862,201901207829,1,Not Distracted
863,201901207829,2,No Driver Present/Unknown if Driver present
864,201901207879,1,Not Distracted
865,201901207879,2,Not Distracted
866,201901207959,1,Not Distracted
867,201901207959,2,Not Distracted
868,201901208100,1,Not Distracted
869,201901208100,2,Not Distracted
870,201901208139,1,Not Distracted
871,201901208139,2,Not Distracted
872,201901208149,1,Not Distracted
873,201901208149,2,Not Distracted
874,201901208224,1,Not Reported
875,201901208224,2,Not Distracted
876,201901208344,1,Not Distracted
877,201901208386,1,Not Distracted
878,201901208386,2,Not Distracted
879,201901208414,1,Not Distracted
880,201901208414,2,Not Distracted
881,201901208455,1,Not Distracted
882,201901208455,2,Not Distracted
883,201901208455,3,Not Distracted
884,201901208476,1,Not Distracted
885,201901208476,2,Not Distracted
886,201901208506,1,Not Distracted
887,201901208506,2,Not Distracted
888,201901208554,1,Not Distracted
889,201901208554,2,Not Distracted
890,201901208585,1,Not Distracted
891,201901208585,2,Not Distracted
892,201901208636,1,Not Distracted
893,201901208636,2,Not Distracted
894,201901208656,1,Not Distracted
895,201901208656,2,Not Distracted
896,201901208723,1,Not Distracted
897,201901208723,2,Not Distracted
898,201901208733,1,Reported as Unknown if Distracted
899,201901208733,2,Not Distracted
900,201901208741,1,Not Distracted
901,201901208745,1,Reported as Unknown if Distracted
902,201901208745,2,Not Distracted
903,201901208762,1,"Inattention (Inattentive), Details Unknown"
904,201901208762,2,Not Distracted
905,201901208788,1,Not Distracted
906,201901208836,1,Not Distracted
907,201901208836,2,Not Distracted
908,201901208842,1,Not Distracted
909,201901208842,2,Not Distracted
910,201901208852,1,Not Distracted
911,201901208852,2,Not Distracted
912,201901208866,1,Not Distracted
913,201901208866,2,Not Distracted
914,201901208933,1,Reported as Unknown if Distracted
915,201901208933,2,Not Distracted
916,201901208973,1,Not Distracted
917,201901208973,2,Not Distracted
918,201901208984,1,Not Reported
919,201901208984,2,Not Distracted
920,201901208992,1,Not Distracted
921,201901208994,1,While Manipulating Mobile Phone
922,201901208994,2,Not Distracted
923,201901208994,3,Not Distracted
924,201901209052,1,Reported as Unknown if Distracted
925,201901209052,2,Reported as Unknown if Distracted
926,201901209052,3,Reported as Unknown if Distracted
927,201901209084,1,Not Distracted
928,201901209135,1,Not Reported
929,201901209135,2,Not Distracted
930,201901209136,1,Not Distracted
931,201901209136,2,Not Distracted
932,201901209163,1,Reported as Unknown if Distracted
933,201901209163,2,Reported as Unknown if Distracted
934,201901209163,3,Reported as Unknown if Distracted
935,201901209175,1,Not Distracted
936,201901209175,2,Not Distracted
937,201901209188,1,Not Distracted
938,201901209201,1,"Distraction (Distracted), Details Unknown"
939,201901209201,2,Not Distracted
940,201901209201,3,Not Distracted
941,201901209238,1,Not Distracted
942,201901209238,2,Not Distracted
943,201901209238,3,Not Distracted
944,201901209268,1,Not Distracted
945,201901209268,2,Not Distracted
946,201901209271,1,Not Distracted
947,201901209291,1,Not Distracted
948,201901209291,2,Not Distracted
949,201901209369,1,Not Distracted
950,201901209411,1,Not Distracted
951,201901209440,1,Not Distracted
952,201901209465,1,Reported as Unknown if Distracted
953,201901209472,1,Not Reported
954,201901209472,2,Not Reported
955,201901209511,1,Not Reported
956,201901209515,1,Reported as Unknown if Distracted
957,201901209575,1,By Other Occupant(s)
958,201901209575,2,Not Distracted
959,201901209575,3,Not Distracted
960,201901209575,4,Not Distracted
961,201901209639,1,Not Distracted
962,201901209639,2,Not Distracted
963,201901210290,1,Not Distracted
964,201901210290,2,Not Distracted
965,201901210308,1,Not Distracted
966,201901210539,1,Not Distracted
967,201901210539,2,Not Distracted
968,201901210660,1,Reported as Unknown if Distracted
969,201901210931,1,Not Distracted
970,201901210933,1,Not Distracted
971,201901210933,2,Not Distracted
972,201901210937,1,Not Distracted
973,201901210937,2,Not Distracted
974,201901210939,1,Not Distracted
975,201901210940,1,By Other Occupant(s)
976,201901210942,1,Not Distracted
977,201901210943,1,Not Distracted
978,201901210943,2,Not Distracted
979,201901210945,1,Not Distracted
980,201901210946,1,Not Distracted
981,201901210950,1,Not Reported
982,201901210950,2,Not Reported
983,201901210961,1,Not Reported
984,201901210974,1,Not Reported
985,201901210974,2,Not Reported
986,201901210975,1,Not Reported
987,201901210984,1,Not Reported
988,201901210984,2,Not Reported
989,201901211065,1,Not Reported
990,201901211167,1,Not Distracted
991,201901211175,1,Not Reported
992,201901211176,1,Not Distracted
993,201901211176,2,Not Distracted
994,201901211204,1,Not Distracted
995,201901211204,2,Not Distracted
996,201901211388,1,Not Reported
997,201901211388,2,Not Reported
998,201901211447,1,Not Reported
999,201901211447,2,Not Reported
1000,201901211713,1,Not Distracted
1001,201901211713,2,Not Distracted
1002,201901211893,1,Not Distracted
1003,201901211893,2,Not Distracted
1004,201901211933,1,Not Distracted
1005,201901211933,2,Not Distracted
1006,201901211982,1,Not Distracted
1007,201901211982,2,Not Distracted
1008,201901212002,1,Not Distracted
1009,201901212002,2,Not Distracted
1010,201901212011,1,Not Distracted
1011,201901212090,1,Not Distracted
1012,201901212090,2,Not Distracted
1013,201901212154,1,Not Distracted
1014,201901212158,1,Not Distracted
1015,201901212172,1,Not Distracted
1016,201901212173,1,Not Distracted
1017,201901212173,2,Not Distracted
1018,201901212178,1,Not Distracted
1019,201901212195,1,Reported as Unknown if Distracted
1020,201901212244,1,Not Distracted
1021,201901212244,2,Not Distracted
1022,201901212244,3,Not Distracted
1023,201901212254,1,Not Distracted
1024,201901212254,2,Not Distracted
1025,201901212256,1,Not Distracted
1026,201901212256,2,Not Distracted
1027,201901212344,1,Reported as Unknown if Distracted
1028,201901212344,2,Not Distracted
1029,201901212386,1,Reported as Unknown if Distracted
1030,201901212409,1,"Distracted by Outside Person, Object or Event"
1031,201901212409,2,Reported as Unknown if Distracted
1032,201901212440,1,Other Mobile Phone Related
1033,201901212440,2,Not Distracted
1034,201901212457,1,By Other Occupant(s)
1035,201901212457,2,Not Distracted
1036,201901212457,3,Not Distracted
1037,201901212497,1,Not Distracted
1038,201901212497,2,Not Distracted
1039,201901212529,1,"Inattention (Inattentive), Details Unknown"
1040,201901212530,1,Not Distracted
1041,201901212581,1,"Inattention (Inattentive), Details Unknown"
1042,201901212581,2,Not Distracted
1043,201901212634,1,Not Reported
1044,201901212634,2,Not Reported
1045,201901212642,1,Not Reported
1046,201901212681,1,Not Distracted
1047,201901212681,2,Not Distracted
1048,201901212786,1,Not Distracted
1049,201901212786,2,Not Distracted
1050,201901213235,1,Reported as Unknown if Distracted
1051,201901213277,1,Reported as Unknown if Distracted
1052,201901213277,2,Not Distracted
1053,201901213456,1,Not Reported
1054,201901213459,1,Not Reported
1055,201901213575,1,Not Distracted
1056,201901213598,1,Not Distracted
1057,201901213599,1,Not Distracted
1058,201901213622,1,Not Distracted
1059,201901213627,1,Not Distracted
1060,201901213627,2,Not Distracted
1061,201901213661,1,Not Distracted
1062,201901213661,2,Not Reported
1063,201901213676,1,Not Reported
1064,201901213682,1,Not Distracted
1065,201901213685,1,Not Distracted
1066,201901213685,2,Not Distracted
1067,201901213685,3,Not Distracted
1068,201901213694,1,Not Distracted
1069,201901214211,1,Not Distracted
1070,201901214213,1,Not Distracted
1071,201901214213,2,Not Distracted
1072,201901214218,1,Not Distracted
1073,201901214220,1,Not Distracted
1074,201901214220,2,Not Distracted
1075,201901214224,1,Not Distracted
1076,201901214225,1,Not Distracted
1077,201901214227,1,Not Reported
1078,201901214227,2,Not Reported
1079,201901214229,1,Not Reported
1080,201901214229,2,Not Reported
1081,201901214326,1,Reported as Unknown if Distracted
1082,201901214326,2,Not Distracted
1083,201901214451,1,Not Reported
1084,201901214451,2,Not Reported
1085,201901214491,1,Not Reported
1086,201901214491,2,Not Reported
1087,201901214535,1,Not Distracted
1088,201901214535,2,Not Distracted
1089,201901214548,1,Not Distracted
1090,201901214585,1,Not Distracted
1091,201901214717,1,Reported as Unknown if Distracted
1092,201901214717,2,Not Reported
1093,201901214766,1,Not Reported
1094,201901214786,1,Not Reported
1095,201901214786,2,Not Reported
1096,201901214817,1,Not Reported
1097,201901214832,1,Not Reported
1098,201901214842,1,Not Reported
1099,201901214842,2,Not Reported
1100,201901214953,1,Not Distracted
1101,201901214953,2,Not Distracted
1102,201901214973,1,Not Distracted
1103,201901214973,2,Not Distracted
1104,201901215142,1,Not Distracted
1105,201901215142,2,Not Distracted
1106,201901215183,1,Not Distracted
1107,201901215183,2,Not Distracted
1108,201901215283,1,Not Distracted
1109,201901215283,2,Not Distracted
1110,201901215361,1,Reported as Unknown if Distracted
1111,201901215361,2,Not Distracted
1112,201901215382,1,Not Distracted
1113,201901215392,1,Reported as Unknown if Distracted
1114,201901215392,2,Not Distracted
1115,201901215411,1,"Distracted by Outside Person, Object or Event"
1116,201901215431,1,"Inattention (Inattentive), Details Unknown"
1117,201901215431,2,Not Distracted
1118,201901215492,1,Reported as Unknown if Distracted
1119,201901215492,2,Not Distracted
1120,201901215492,3,Not Distracted
1121,201901215551,1,Not Distracted
1122,201901215551,2,Not Distracted
1123,201901215579,1,Not Distracted
1124,201901215613,1,Not Distracted
1125,201901215613,2,Not Distracted
1126,201901215620,1,Not Distracted
1127,201901215620,2,Not Distracted
1128,201901215624,1,While Talking or Listening to Mobile Phone
1129,201901215624,2,Not Distracted
1130,201901215627,1,Not Distracted
1131,201901215627,2,Not Distracted
1132,201901215665,1,Not Distracted
1133,201901215665,2,Not Distracted
1134,201901215669,1,Reported as Unknown if Distracted
1135,201901215675,1,Reported as Unknown if Distracted
1136,201901215675,2,Not Distracted
1137,201901215679,1,Not Distracted
1138,201901215708,1,Not Distracted
1139,201901215726,1,Reported as Unknown if Distracted
1140,201901215726,2,Reported as Unknown if Distracted
1141,201901215810,1,Not Distracted
1142,201901215830,1,Not Distracted
1143,201901215830,2,Not Distracted
1144,201901215870,1,"Inattention (Inattentive), Details Unknown"
1145,201901215871,1,"Inattention (Inattentive), Details Unknown"
1146,201901215871,2,Not Distracted
1147,201901215871,3,Not Distracted
1148,201901215871,4,Not Distracted
1149,201901215883,1,Not Distracted
1150,201901215883,2,Not Distracted
1151,201901215891,1,Reported as Unknown if Distracted
1152,201901215950,1,Not Distracted
1153,201901216540,1,Not Distracted
1154,201901216540,2,Not Distracted
1155,201901216540,3,Not Reported
1156,201901216669,1,Not Distracted
1157,201901216669,2,Not Distracted
1158,201901216836,1,Not Distracted
1159,201901216836,2,Not Distracted
1160,201901216988,1,Not Distracted
1161,201901216988,2,Not Distracted
1162,201901217123,1,Not Distracted
1163,201901217123,2,Not Distracted
1164,201901217127,1,Not Distracted
1165,201901217127,2,Not Distracted
1166,201901217127,3,Not Distracted
1167,201901217159,1,Not Distracted
1168,201901217231,1,Not Distracted
1169,201901217236,1,Not Distracted
1170,201901217236,2,Not Distracted
1171,201901217245,1,Not Distracted
1172,201901217245,2,Not Distracted
1173,201901217257,1,Not Distracted
1174,201901217257,2,Not Distracted
1175,201901217258,1,Not Distracted
1176,201901217382,1,Not Reported
1177,201901217382,2,Not Reported
1178,201901217388,1,Not Reported
1179,201901217388,2,Not Reported
1180,201901217439,1,Not Reported
1181,201901217458,1,Not Reported
1182,201901217458,2,Not Reported
1183,201901217840,1,Not Distracted
1184,201901217840,2,Not Distracted
1185,201901217845,1,Not Distracted
1186,201901217845,2,Not Distracted
1187,201901217846,1,Lost in Thought / Day dreaming
1188,201901217847,1,Not Distracted
1189,201901217847,2,Not Distracted
1190,201901217848,1,Not Distracted
1191,201901217849,1,Not Reported
1192,201901217849,2,Not Distracted
1193,201901217850,1,Reported as Unknown if Distracted
1194,201901217853,1,"Inattention (Inattentive), Details Unknown"
1195,201901217853,2,Not Reported
1196,201901217854,1,"Inattention (Inattentive), Details Unknown"
1197,201901217855,1,Not Reported
1198,201901217855,2,Not Reported
1199,201901217911,1,Not Reported
1200,201901217911,2,Not Reported
1201,201901217971,1,"Inattention (Inattentive), Details Unknown"
1202,201901217971,2,Not Reported
1203,201901218030,1,Not Reported
1204,201901218041,1,Not Distracted
1205,201901218041,2,Not Distracted
1206,201901218042,1,Not Reported
1207,201901218045,1,Not Distracted
1208,201901218045,2,Not Reported
1209,201901218052,1,Not Distracted
1210,201901218254,1,Not Reported
1211,201901218291,1,Not Reported
